Time;x;y;z;LookX;LookY;LookZ
11200;10000;6480;3000;10000;6480;0
11250;10000;6500;3000;10000;6500;0
11300;10000;6520;3000;10000;6520;0
11350;10000;6540;3000;10000;6540;0
11400;10000;6560;3000;10000;6560;0
11450;10000;6580;3000;10000;6580;0
11500;10000;6600;3000;10000;6600;0
11550;10000;6620;3000;10000;6620;0
11600;10000;6640;3000;10000;6640;0
11650;10000;6660;3000;10000;6660;0
11700;10000;6680;3000;10000;6680;0
11750;10000;6700;3000;10000;6700;0
11800;10000;6720;3000;10000;6720;0
11850;10000;6740;3000;10000;6740;0
11900;10000;6760;3000;10000;6760;0
11950;10000;6780;3000;10000;6780;0
12000;10000;6800;3000;10000;6800;0
12050;10000;6820;3000;10000;6820;0
12100;10000;6840;3000;10000;6840;0
12150;10000;6860;3000;10000;6860;0
12200;10000;6880;3000;10000;6880;0
12250;10000;6900;3000;10000;6900;0
12300;10000;6920;3000;10000;6920;0
12350;10000;6940;3000;10000;6940;0
12400;10000;6960;3000;10000;6960;0
12450;10000;6980;3000;10000;6980;0
12500;10000;7000;3000;10000;7000;0
