# Time;cameraId;LookX;LookY;LookZ;GetImage;Channel
1953;1;461182.90299239295;4660069.070949772;-0.021429455646306914;0;rgb|ir
1969;1;461182.9917273533;4660069.03487189;0.049496611089113685;0;rgb|ir
1985;1;461182.9513455211;4660069.012653963;0.07599526987913262;0;rgb|ir
2002;1;461182.91588346806;4660068.952184294;0.003410623512670099;0;rgb|ir
2018;1;461182.9920285049;4660068.976741404;0.006503115814184829;0;rgb|ir
2034;1;461182.97359269456;4660068.889334953;0.025798697297650133;0;rgb|ir
2050;1;461183.0092988235;4660069.046297027;-0.001283004356425481;0;rgb|ir
2066;1;461183.09238314326;4660069.096523669;0.09234203748427941;0;rgb|ir
2082;1;461183.0296826349;4660068.940313065;0.016995235939476556;0;rgb|ir
2098;1;461183.02631071437;4660068.960000695;0.10169606775357941;0;rgb|ir
2114;1;461183.0451812188;4660069.086505534;0.008952523638636673;0;rgb|ir
2130;1;461182.97917360335;4660069.029423237;-0.013677781483895325;0;rgb|ir
2146;1;461182.9326430105;4660068.946799817;-0.01102713569086971;0;rgb|ir
2162;1;461183.0476541104;4660069.032545256;0.09050270524469803;0;rgb|ir
2178;1;461183.0032384514;4660068.985754962;-0.02985207264526665;0;rgb|ir
2194;1;461182.9721986322;4660068.944112913;-0.00813538600393615;0;rgb|ir
2210;1;461182.9340281257;4660068.977288709;-0.025770204156554212;0;rgb|ir
2226;1;461183.0950780692;4660068.991476197;-0.04583755651337889;0;rgb|ir
2242;1;461183.0205755364;4660068.998401037;-0.014147615788303229;0;rgb|ir
2258;1;461182.99124732584;4660068.985637952;0.02721344842482484;0;rgb|ir
2274;1;461183.0305063778;4660068.999322961;0.07859242746383227;0;rgb|ir
2290;1;461183.0569755113;4660069.044197629;-0.026671801820533567;0;rgb|ir
2306;1;461182.9760200778;4660068.891187951;0.03344194483543133;0;rgb|ir
2322;1;461183.0483027514;4660068.933634937;0.038868382339356876;0;rgb|ir
2338;1;461182.9547726108;4660068.953178034;-0.04244877318806167;0;rgb|ir
2354;1;461182.9959781267;4660069.108634547;0.06124958894287344;0;rgb|ir
2370;1;461182.9901396741;4660069.036961261;0.06498344916313652;0;rgb|ir
2386;1;461183.0008679412;4660068.98669859;-0.09218596408449913;0;rgb|ir
2402;1;461183.0313091405;4660068.938822699;0.08741657309672646;0;rgb|ir
2418;1;461182.9804466216;4660068.993720426;-0.03711183006427547;0;rgb|ir
2434;1;461182.9670300198;4660068.9810359515;0.06640918633276734;0;rgb|ir
2450;1;461182.9950386054;4660068.998754245;0.04453186410754746;0;rgb|ir
2466;1;461182.9293917422;4660069.036380192;0.008760272856320589;0;rgb|ir
2482;1;461182.9579432028;4660069.012402701;0.09783703316552977;0;rgb|ir
2498;1;461183.01575434237;4660068.989776511;-0.015931705054722713;0;rgb|ir
2514;1;461183.07219553523;4660068.908070264;0.05340525503243139;0;rgb|ir
2530;1;461182.99451641575;4660069.02806724;0.07976276521617846;0;rgb|ir
2546;1;461182.95965337206;4660069.043783512;-0.040160374437705613;0;rgb|ir
2562;1;461183.0563821758;4660068.873576639;0.024224237762722683;0;rgb|ir
2578;1;461183.0147560405;4660068.972672049;0.03860732304683427;0;rgb|ir
2594;1;461183.00029843085;4660068.943186849;-0.0008189647200350834;0;rgb|ir
2610;1;461183.00114786637;4660069.031660928;0.059260478832335234;0;rgb|ir
2626;1;461183.01506386424;4660069.026271171;0.03517747631801571;0;rgb|ir
2642;1;461183.0368869485;4660068.963555881;-0.03602990013177426;0;rgb|ir
2658;1;461183.0387454577;4660069.026682072;-0.016382816750042314;0;rgb|ir
2674;1;461183.04792565445;4660068.987153652;-0.02386578168826954;0;rgb|ir
2690;1;461182.9455379129;4660068.99637715;0.01753916291424154;0;rgb|ir
2706;1;461183.06490965374;4660068.928545753;0.031033948459844713;0;rgb|ir
2722;1;461182.99528069404;4660068.983794453;0.0055362323304107945;0;rgb|ir
2738;1;461183.0394211297;4660069.010161744;-0.02317754925574297;0;rgb|ir
2754;1;461183.03192446363;4660068.9909999445;0.023275413591613604;0;rgb|ir
2770;1;461182.97203619377;4660069.144052989;0.00848672348414205;0;rgb|ir
2786;1;461182.98738840956;4660069.047517564;-0.05968969948830245;0;rgb|ir
2802;1;461182.972456531;4660068.980647956;-0.04616962482164766;0;rgb|ir
2818;1;461183.0622514733;4660068.889762719;-0.09145458217930795;0;rgb|ir
2834;1;461182.95045056316;4660068.966975873;0.017143693137881832;0;rgb|ir
2850;1;461182.98877891275;4660068.959891353;0.039445355707732055;0;rgb|ir
2866;1;461183.02681250015;4660069.015911287;0.12372292990041377;0;rgb|ir
2882;1;461183.0214486291;4660068.9429841265;0.012731809851920795;0;rgb|ir
2898;1;461183.1374607821;4660068.956813476;0.06671049255283364;0;rgb|ir
2914;1;461182.91400148213;4660069.013957919;-0.03300596873929294;0;rgb|ir
2930;1;461183.0589755579;4660068.962929754;0.05940262034323232;0;rgb|ir
2946;1;461183.0073429402;4660068.9861154035;0.0467847190973447;0;rgb|ir
2962;1;461182.9603077891;4660069.0663221115;-0.04418141207606702;0;rgb|ir
2978;1;461183.0739777549;4660069.034424498;-0.010377928006538147;0;rgb|ir
2994;1;461182.96976492624;4660068.937841634;-0.00031166805160965944;0;rgb|ir
3011;1;461182.90765615687;4660068.978449955;0.0016610560074149354;0;rgb|ir
3027;1;461183.0042619643;4660068.963566771;-0.0614246746294447;0;rgb|ir
3043;1;461182.98334293236;4660069.103373934;-0.03883487246382891;0;rgb|ir
3059;1;461182.97292879043;4660069.002336852;0.030438194952946696;0;rgb|ir
3075;1;461183.1185395275;4660069.017404494;-0.06730698594442024;0;rgb|ir
3091;1;461183.0817657162;4660069.038320518;0.07566544226391242;0;rgb|ir
3107;1;461182.99883063236;4660069.081287637;-0.0012164516321393518;0;rgb|ir
3123;1;461182.9940289099;4660069.004897969;0.04249461090378515;0;rgb|ir
3139;1;461183.0522326717;4660069.054725725;0.0295347995365006;0;rgb|ir
3155;1;461182.95676627586;4660068.994990962;0.01804890641725689;0;rgb|ir
3171;1;461182.9448836628;4660069.058546726;0.0771476773881905;0;rgb|ir
3187;1;461183.00895998854;4660068.92325763;-0.0006366575101467964;0;rgb|ir
3203;1;461183.0232883441;4660068.952454423;0.008226773644642197;1;rgb|ir
3219;1;461183.06628538074;4660068.944426573;-0.0031600421382674895;0;rgb|ir
3235;1;461182.9916590145;4660069.026454211;-0.03897049731041329;0;rgb|ir
3251;1;461182.97290315386;4660069.075750102;0.09093300768412806;0;rgb|ir
3267;1;461182.9612252252;4660069.018560766;-0.02397503906404445;0;rgb|ir
3283;1;461182.9682363838;4660069.037802407;0.051923729049739825;0;rgb|ir
3299;1;461182.9997941199;4660069.014565885;-0.07798683908109605;0;rgb|ir
3315;1;461182.9775296138;4660068.984092544;-0.08331682277426739;0;rgb|ir
3331;1;461182.9325550429;4660068.997424433;0.07708483557364584;0;rgb|ir
3347;1;461182.9675490676;4660068.99969919;-0.036005742999704285;0;rgb|ir
3363;1;461182.97938596865;4660069.044621575;-0.1285498298401487;0;rgb|ir
3379;1;461182.99288998416;4660068.993306213;0.017541218250819914;0;rgb|ir
3395;1;461182.9304359405;4660069.074800368;-0.0632331158455799;0;rgb|ir
3411;1;461182.98115892085;4660069.019890469;0.008073413707256661;0;rgb|ir
3427;1;461182.94469974906;4660069.005933937;-0.04535400649900686;0;rgb|ir
3443;1;461183.037988528;4660068.872931357;-0.000780542378754869;0;rgb|ir
3459;1;461183.0050721087;4660068.992446284;-0.03201333233392963;0;rgb|ir
3475;1;461182.9653018384;4660069.006323028;0.08191171971306016;0;rgb|ir
3491;1;461183.03078373073;4660069.021535424;-0.019112686966383664;0;rgb|ir
3507;1;461182.898428845;4660068.911435686;-0.012203003146561222;0;rgb|ir
3523;1;461182.99045869557;4660068.959196343;0.023300133620432633;0;rgb|ir
3539;1;461183.04819064203;4660068.988681326;-0.000561326291723411;0;rgb|ir
3555;1;461182.9490256306;4660068.95070711;-0.003803981248228278;0;rgb|ir
3571;1;461182.9199256015;4660069.051748801;0.023248636311267636;0;rgb|ir
3587;1;461183.10226252594;4660068.992846329;-0.05823203597153357;0;rgb|ir
3603;1;461183.07618303376;4660069.029828188;0.005808320780851859;0;rgb|ir
3619;1;461182.98722972005;4660068.959878676;0.015056965807573559;0;rgb|ir
3635;1;461182.9445328733;4660068.976364766;-0.05549138012356517;0;rgb|ir
3651;1;461183.1079969959;4660068.955090002;-0.07726693382677875;0;rgb|ir
3667;1;461183.00869052694;4660069.0009128135;-0.03519642085906595;0;rgb|ir
3683;1;461182.86945589754;4660068.946087754;0.025021338777414383;0;rgb|ir
3699;1;461182.98118431447;4660068.9897986725;0.04166565114992784;0;rgb|ir
3715;1;461182.98699965404;4660069.019133233;0.01593892845400557;0;rgb|ir
3731;1;461182.962235823;4660068.939948639;-0.08492323928670754;0;rgb|ir
3747;1;461183.01818576676;4660069.025135305;-8.506365460993366e-05;0;rgb|ir
3763;1;461183.0781456594;4660069.090837303;0.030785800359432954;0;rgb|ir
3779;1;461183.10157813627;4660068.952627146;-0.016152126887934246;0;rgb|ir
3795;1;461183.09628439444;4660069.003578338;0.06833481640419384;0;rgb|ir
3811;1;461183.01572283474;4660068.980794258;-0.06918970864592947;0;rgb|ir
3827;1;461182.9347776329;4660069.013002144;0.029298238980949992;0;rgb|ir
3843;1;461182.9684287982;4660068.9593504565;-0.07732857181664321;0;rgb|ir
3859;1;461183.0215338201;4660068.997220781;-0.10309459836904544;0;rgb|ir
3875;1;461183.01526853757;4660069.0560948;-0.001078163347611389;0;rgb|ir
3891;1;461183.0106245511;4660069.006332086;0.005990755320540435;0;rgb|ir
3907;1;461182.96094835986;4660069.068213474;0.017638549760815816;0;rgb|ir
3923;1;461182.9718521535;4660069.03888251;0.009133671230377376;0;rgb|ir
3939;1;461183.06555364083;4660068.985741323;0.05851195761648699;0;rgb|ir
3955;1;461182.9994077712;4660069.046450256;-0.030836872777296645;0;rgb|ir
3971;1;461182.96306910936;4660068.988434401;-0.035277230412282014;0;rgb|ir
3987;1;461183.09722623875;4660068.9507974405;-0.012203217108553216;0;rgb|ir
4004;1;461183.0373119817;4660069.078192301;-0.03797942192260836;0;rgb|ir
4020;1;461183.0153688741;4660069.027006418;0.03407208318775764;0;rgb|ir
4036;1;461183.0019792029;4660069.030068954;-0.034400099529918626;0;rgb|ir
4052;1;461182.93039680267;4660069.042501652;-0.014312724249071485;0;rgb|ir
4068;1;461183.00691632513;4660069.005120054;0.033005160063660964;0;rgb|ir
4084;1;461183.0370199025;4660069.043392131;-0.010990210734761238;0;rgb|ir
4100;1;461182.9715747457;4660069.0328251235;0.03416072350865578;0;rgb|ir
4116;1;461183.0028562248;4660068.947901205;0.043374336100659286;0;rgb|ir
4132;1;461182.990006055;4660068.9561569;-0.00462519404235674;0;rgb|ir
4148;1;461182.92464883754;4660068.976472387;0.03194632431958878;0;rgb|ir
4164;1;461182.93948299537;4660069.036101356;-0.06597544412200623;0;rgb|ir
4180;1;461183.01265663345;4660069.026373176;0.03677733201561874;0;rgb|ir
4196;1;461183.02222885407;4660069.003312793;-0.07466436457754108;0;rgb|ir
4212;1;461183.06535561226;4660068.9944875715;0.01760015009775563;0;rgb|ir
4228;1;461182.98392410827;4660068.998452725;0.018523276675160665;0;rgb|ir
4244;1;461183.0074137008;4660068.9707348775;0.06619477616841948;0;rgb|ir
4260;1;461183.05025104864;4660068.994684447;-0.014109963992818803;0;rgb|ir
4276;1;461183.00958265486;4660069.027296549;-0.009848487682083087;0;rgb|ir
4292;1;461183.0984911832;4660069.02848746;0.059796160918097654;0;rgb|ir
4308;1;461182.9756290485;4660069.006032513;-0.004972040683758877;0;rgb|ir
4324;1;461182.94685750426;4660068.951479967;0.018194946411592316;0;rgb|ir
4340;1;461182.9246779668;4660069.016258284;0.0301896129484805;0;rgb|ir
4356;1;461182.9344553869;4660069.05786832;-0.09355946036256371;0;rgb|ir
4372;1;461183.10315442947;4660068.902805969;-0.003582768018098535;0;rgb|ir
4388;1;461182.968528238;4660069.041796573;-0.04339712042224494;0;rgb|ir
4404;1;461183.05216172495;4660069.008395169;0.020656495233093746;0;rgb|ir
4420;1;461183.04411377147;4660068.79428219;-0.10483497622141949;0;rgb|ir
4436;1;461183.08648514684;4660069.0248339595;-0.033102703154389235;0;rgb|ir
4452;1;461182.857882579;4660068.957424196;0.07151946535595442;0;rgb|ir
4468;1;461183.04459408385;4660069.092045028;0.025373657458429982;0;rgb|ir
4484;1;461183.0458266397;4660069.0532732345;0.03341553637554739;0;rgb|ir
4500;1;461183.0037110167;4660068.980137335;-0.042058748461336115;0;rgb|ir
4516;1;461183.0760611073;4660068.894642015;0.03847214177452998;0;rgb|ir
4532;1;461182.96649108315;4660068.915732873;-0.04929696756460954;0;rgb|ir
4548;1;461183.0178713917;4660068.9760704795;-0.03719622927999239;0;rgb|ir
4564;1;461182.95657893375;4660069.060057994;0.03315616242687546;0;rgb|ir
4580;1;461183.08851830394;4660068.978225159;0.06294620448867026;0;rgb|ir
4596;1;461182.90353863966;4660068.957901623;-0.03560304929954494;0;rgb|ir
4612;1;461183.04301017703;4660068.987039554;-0.01318127877776445;0;rgb|ir
4628;1;461182.9852640847;4660068.976020805;-0.008952444773254178;0;rgb|ir
4644;1;461182.96303898597;4660069.024795908;0.030135931738906746;0;rgb|ir
4660;1;461182.99563133164;4660068.919448672;-0.0016204119978442746;0;rgb|ir
4676;1;461183.04680769093;4660068.926285633;0.00031230094052037756;0;rgb|ir
4692;1;461182.98593001947;4660069.088087932;0.014734540735739491;0;rgb|ir
4708;1;461183.00427441235;4660068.928341982;0.039336587623469345;0;rgb|ir
4724;1;461183.0088497037;4660068.964986768;-0.030284755501354472;0;rgb|ir
4740;1;461182.931560203;4660069.010252616;0.026634273879285915;0;rgb|ir
4756;1;461182.98179461627;4660068.957370913;0.018233509046236277;0;rgb|ir
4772;1;461183.09708575625;4660068.904795364;0.05924608616019189;0;rgb|ir
4788;1;461182.9891862515;4660069.047988984;0.022601555431983913;0;rgb|ir
4804;1;461183.0671905151;4660069.059615623;-0.06659782239725545;1;rgb|ir
4820;1;461182.94719170977;4660069.040965464;-0.08590814007372463;0;rgb|ir
4836;1;461182.973546065;4660069.011706931;-0.019851226562615648;0;rgb|ir
4852;1;461182.99496936536;4660068.981474385;0.048766759640189866;0;rgb|ir
4868;1;461182.9855254381;4660069.020532;0.03569213336127749;0;rgb|ir
4884;1;461182.9343302948;4660069.011421546;-0.015959263576117592;0;rgb|ir
4900;1;461182.97010060726;4660068.942017852;-0.01706613387482707;0;rgb|ir
4916;1;461182.971029718;4660068.981728662;-0.09643411314381939;0;rgb|ir
4932;1;461182.99360214104;4660068.987252741;0.007913683476564732;0;rgb|ir
4948;1;461182.923689017;4660069.008427189;0.02743210838006109;0;rgb|ir
4964;1;461182.9628635759;4660069.003724915;0.01617826741323913;0;rgb|ir
4980;1;461182.98525300063;4660069.04303301;-0.032244433222530636;0;rgb|ir
4996;1;461183.02109914675;4660068.995620797;-0.025582298548306265;0;rgb|ir
5013;1;461182.98400735616;4660068.910502393;-0.018790525842877687;0;rgb|ir
5029;1;461182.94881838566;4660068.9863290135;0.018653218958335393;0;rgb|ir
5045;1;461182.9813010251;4660068.973276472;0.05737180071470097;0;rgb|ir
5061;1;461183.0916369483;4660068.965193002;0.0888230770777599;0;rgb|ir
5077;1;461183.0586763385;4660068.941274984;-0.07400705755715148;0;rgb|ir
5093;1;461182.96912247775;4660068.957805609;0.0615531984601253;0;rgb|ir
5109;1;461183.0506871547;4660068.983497768;0.009391703255706313;0;rgb|ir
5125;1;461183.0294587393;4660068.946425766;-0.026462976260733524;0;rgb|ir
5141;1;461182.9451158461;4660069.016014279;0.012135249204741308;0;rgb|ir
5157;1;461183.0007897323;4660069.07907944;0.038075957198981186;0;rgb|ir
5173;1;461183.00871855527;4660069.041651368;0.05684459162319051;0;rgb|ir
5189;1;461182.97594969475;4660068.8766805045;-0.0793107368963768;0;rgb|ir
5205;1;461182.9928550923;4660069.0625253655;-0.03367199582082802;0;rgb|ir
5221;1;461182.9166238918;4660069.022667991;0.054777260405926786;0;rgb|ir
5237;1;461182.9990805331;4660068.9589002635;-0.03747258053708107;0;rgb|ir
5253;1;461182.9271937134;4660069.009654779;-0.016351608531847733;0;rgb|ir
5269;1;461182.906795626;4660068.944809114;-0.024991429599877803;0;rgb|ir
5285;1;461182.9839081005;4660068.904183842;-0.02050355990200524;0;rgb|ir
5301;1;461182.9626894285;4660068.962491724;0.022653814049503306;0;rgb|ir
5317;1;461183.0292204219;4660069.138933147;0.0012783010205729486;0;rgb|ir
5333;1;461183.0568355834;4660069.108911564;0.071158754617723;0;rgb|ir
5349;1;461182.9844635737;4660069.08273334;-0.039308761322620726;0;rgb|ir
5365;1;461183.02988075;4660069.029652338;0.0006058126391801795;0;rgb|ir
5381;1;461183.0528181403;4660068.955754925;0.027848832505021084;0;rgb|ir
5397;1;461183.01477210835;4660068.925360399;0.03877723446789552;0;rgb|ir
5413;1;461182.9224906689;4660068.988820524;-0.025227796292538157;0;rgb|ir
5429;1;461183.0587642184;4660068.972364531;0.03728867774275636;0;rgb|ir
5445;1;461182.9769777797;4660069.003553025;0.01032345327746037;0;rgb|ir
5461;1;461182.9487950473;4660069.083872387;0.059630799626651555;0;rgb|ir
5477;1;461182.9970186569;4660069.0478706015;-0.029529789865146483;0;rgb|ir
5493;1;461183.0591235746;4660069.048642611;-0.007011116679165242;0;rgb|ir
5509;1;461183.0100724778;4660068.959690626;0.06462245450072061;0;rgb|ir
5525;1;461182.8761595255;4660069.054966262;-0.05717582414721049;0;rgb|ir
5541;1;461183.05456956907;4660069.030601627;0.07316459211558095;0;rgb|ir
5557;1;461182.99770422885;4660069.038567834;0.05340861200668952;0;rgb|ir
5573;1;461183.005743535;4660068.97856797;-0.008651286622239648;0;rgb|ir
5589;1;461182.9482506522;4660069.0414248565;-0.09771664521845239;0;rgb|ir
5605;1;461182.8983244754;4660069.034656964;-0.008093547259772125;0;rgb|ir
5621;1;461182.90973433596;4660068.959713021;-0.0038931873536023247;0;rgb|ir
5637;1;461182.98347539606;4660068.9975138325;0.040970116812187055;0;rgb|ir
