# Time;x;y;z;LookX;LookY;LookZ
400.0;521003.42242242245;4674332.958958959;440.65665665665665;520993.42242242245;4674342.958958959;440.65665665665665
416.0;521001.31931931933;4674334.317317317;440.9229229229229;520991.31931931933;4674344.317317317;440.9229229229229
432.0;520999.2162162162;4674335.675675675;441.18918918918916;520989.2162162162;4674345.675675675;441.18918918918916
448.0;520997.1131131131;4674337.034034034;441.4554554554555;520987.1131131131;4674347.034034034;441.4554554554555
464.0;520995.01001001004;4674338.392392392;441.72172172172174;520985.01001001004;4674348.392392392;441.72172172172174
480.0;520992.9069069069;4674339.75075075;441.987987987988;520982.9069069069;4674349.75075075;441.987987987988
496.0;520990.8038038038;4674341.109109109;442.25425425425425;520980.8038038038;4674351.109109109;442.25425425425425
512.0;520988.7007007007;4674342.467467467;442.5205205205205;520978.7007007007;4674352.467467467;442.5205205205205
528.0;520986.5975975976;4674343.825825826;442.78678678678676;520976.5975975976;4674353.825825826;442.78678678678676
544.0;520984.4944944945;4674345.184184184;443.0530530530531;520974.4944944945;4674355.184184184;443.0530530530531
560.0;520982.3913913914;4674346.542542542;443.31931931931933;520972.3913913914;4674356.542542542;443.31931931931933
576.0;520980.2882882883;4674347.900900901;443.5855855855856;520970.2882882883;4674357.900900901;443.5855855855856
592.0;520978.18518518517;4674349.259259259;443.85185185185185;520968.18518518517;4674359.259259259;443.85185185185185
608.0;520976.0820820821;4674350.617617617;444.1181181181181;520966.0820820821;4674360.617617617;444.1181181181181
624.0;520973.978978979;4674351.975975976;444.38438438438436;520963.978978979;4674361.975975976;444.38438438438436
640.0;520971.8758758759;4674353.334334334;444.6506506506507;520961.8758758759;4674363.334334334;444.6506506506507
656.0;520969.77277277276;4674354.692692692;444.91691691691693;520959.77277277276;4674364.692692692;444.91691691691693
672.0;520967.66966966965;4674356.051051051;445.1831831831832;520957.66966966965;4674366.051051051;445.1831831831832
688.0;520965.5665665666;4674357.409409409;445.44944944944945;520955.5665665666;4674367.409409409;445.44944944944945
704.0;520963.4634634635;4674358.767767767;445.7157157157157;520953.4634634635;4674368.767767767;445.7157157157157
720.0;520961.36036036036;4674360.126126126;445.98198198198196;520951.36036036036;4674370.126126126;445.98198198198196
736.0;520959.25725725724;4674361.484484484;446.2482482482483;520949.25725725724;4674371.484484484;446.2482482482483
752.0;520957.1541541542;4674362.842842842;446.51451451451453;520947.1541541542;4674372.842842842;446.51451451451453
768.0;520955.05105105106;4674364.201201201;446.7807807807808;520945.05105105106;4674374.201201201;446.7807807807808
784.0;520952.94794794795;4674365.559559559;447.04704704704704;520942.94794794795;4674375.559559559;447.04704704704704
800.0;520950.84484484483;4674366.9179179175;447.3133133133133;520940.84484484483;4674376.9179179175;447.3133133133133
816.0;520948.7417417417;4674368.276276276;447.57957957957956;520938.7417417417;4674378.276276276;447.57957957957956
832.0;520946.63863863866;4674369.6346346345;447.8458458458459;520936.63863863866;4674379.6346346345;447.8458458458459
848.0;520944.53553553554;4674370.992992993;448.11211211211213;520934.53553553554;4674380.992992993;448.11211211211213
864.0;520942.4324324324;4674372.3513513515;448.3783783783784;520932.4324324324;4674382.3513513515;448.3783783783784
880.0;520940.3293293293;4674373.7097097095;448.64464464464464;520930.3293293293;4674383.7097097095;448.64464464464464
896.0;520938.22622622625;4674375.0680680685;448.9109109109109;520928.22622622625;4674385.0680680685;448.9109109109109
912.0;520936.12312312314;4674376.4264264265;449.17717717717716;520926.12312312314;4674386.4264264265;449.17717717717716
928.0;520934.02002002;4674377.784784785;449.44344344344347;520924.02002002;4674387.784784785;449.44344344344347
944.0;520931.9169169169;4674379.1431431435;449.7097097097097;520921.9169169169;4674389.1431431435;449.7097097097097
960.0;520929.8138138138;4674380.501501502;449.975975975976;520919.8138138138;4674390.501501502;449.975975975976
976.0;520927.71071071073;4674381.85985986;450.24224224224224;520917.71071071073;4674391.85985986;450.24224224224224
992.0;520925.6076076076;4674383.218218219;450.5085085085085;520915.6076076076;4674393.218218219;450.5085085085085
1009.0;520923.5045045045;4674384.576576577;450.77477477477476;520913.5045045045;4674394.576576577;450.77477477477476
1025.0;520921.4014014014;4674385.934934935;451.041041041041;520911.4014014014;4674395.934934935;451.041041041041
1041.0;520919.2982982983;4674387.293293294;451.3073073073073;520909.2982982983;4674397.293293294;451.3073073073073
1057.0;520917.1951951952;4674388.651651652;451.5735735735736;520907.1951951952;4674398.651651652;451.5735735735736
1073.0;520915.0920920921;4674390.01001001;451.83983983983984;520905.0920920921;4674400.01001001;451.83983983983984
1089.0;520912.988988989;4674391.368368369;452.1061061061061;520902.988988989;4674401.368368369;452.1061061061061
1105.0;520910.88588588586;4674392.726726727;452.37237237237235;520900.88588588586;4674402.726726727;452.37237237237235
1121.0;520908.7827827828;4674394.085085085;452.63863863863867;520898.7827827828;4674404.085085085;452.63863863863867
1137.0;520906.6796796797;4674395.443443444;452.9049049049049;520896.6796796797;4674405.443443444;452.9049049049049
1153.0;520904.57657657657;4674396.801801802;453.1711711711712;520894.57657657657;4674406.801801802;453.1711711711712
1169.0;520902.47347347345;4674398.160160161;453.43743743743744;520892.47347347345;4674408.160160161;453.43743743743744
1185.0;520900.3703703704;4674399.518518519;453.7037037037037;520890.3703703704;4674409.518518519;453.7037037037037
1201.0;520898.2672672673;4674400.876876877;453.96996996996995;520888.2672672673;4674410.876876877;453.96996996996995
1217.0;520896.16416416416;4674402.235235236;454.2362362362362;520886.16416416416;4674412.235235236;454.2362362362362
1233.0;520894.06106106105;4674403.593593594;454.5025025025025;520884.06106106105;4674413.593593594;454.5025025025025
1249.0;520891.95795795793;4674404.951951952;454.7687687687688;520881.95795795793;4674414.951951952;454.7687687687688
1265.0;520889.8548548549;4674406.310310311;455.03503503503504;520879.8548548549;4674416.310310311;455.03503503503504
1281.0;520887.75175175176;4674407.668668669;455.3013013013013;520877.75175175176;4674417.668668669;455.3013013013013
1297.0;520885.64864864864;4674409.027027027;455.56756756756755;520875.64864864864;4674419.027027027;455.56756756756755
1313.0;520883.5455455455;4674410.385385386;455.8338338338338;520873.5455455455;4674420.385385386;455.8338338338338
1329.0;520881.44244244247;4674411.743743744;456.1001001001001;520871.44244244247;4674421.743743744;456.1001001001001
1345.0;520879.33933933935;4674413.102102102;456.3663663663664;520869.33933933935;4674423.102102102;456.3663663663664
1361.0;520877.23623623623;4674414.460460461;456.63263263263264;520867.23623623623;4674424.460460461;456.63263263263264
1377.0;520875.1331331331;4674415.818818819;456.8988988988989;520865.1331331331;4674425.818818819;456.8988988988989
1393.0;520873.03003003006;4674417.177177177;457.16516516516515;520863.03003003006;4674427.177177177;457.16516516516515
1409.0;520870.92692692694;4674418.535535536;457.4314314314314;520860.92692692694;4674428.535535536;457.4314314314314
1425.0;520868.8238238238;4674419.893893894;457.6976976976977;520858.8238238238;4674429.893893894;457.6976976976977
1441.0;520866.7207207207;4674421.252252252;457.963963963964;520856.7207207207;4674431.252252252;457.963963963964
1457.0;520864.6176176176;4674422.610610611;458.23023023023023;520854.6176176176;4674432.610610611;458.23023023023023
1473.0;520862.51451451454;4674423.968968969;458.4964964964965;520852.51451451454;4674433.968968969;458.4964964964965
1489.0;520860.4114114114;4674425.327327327;458.76276276276275;520850.4114114114;4674435.327327327;458.76276276276275
1505.0;520858.3083083083;4674426.685685686;459.029029029029;520848.3083083083;4674436.685685686;459.029029029029
1521.0;520856.2052052052;4674428.044044044;459.2952952952953;520846.2052052052;4674438.044044044;459.2952952952953
1537.0;520854.10210210213;4674429.402402403;459.5615615615616;520844.10210210213;4674439.402402403;459.5615615615616
1553.0;520851.998998999;4674430.760760761;459.82782782782783;520841.998998999;4674440.760760761;459.82782782782783
1569.0;520849.8958958959;4674432.119119119;460.0940940940941;520839.8958958959;4674442.119119119;460.0940940940941
1585.0;520847.7927927928;4674433.477477478;460.36036036036035;520837.7927927928;4674443.477477478;460.36036036036035
1601.0;520845.68968968967;4674434.835835836;460.6266266266266;520835.68968968967;4674444.835835836;460.6266266266266
1617.0;520843.5865865866;4674436.194194194;460.8928928928929;520833.5865865866;4674446.194194194;460.8928928928929
1633.0;520841.4834834835;4674437.552552553;461.1591591591592;520831.4834834835;4674447.552552553;461.1591591591592
1649.0;520839.3803803804;4674438.910910911;461.42542542542543;520829.3803803804;4674448.910910911;461.42542542542543
1665.0;520837.27727727726;4674440.269269269;461.6916916916917;520827.27727727726;4674450.269269269;461.6916916916917
1681.0;520835.1741741742;4674441.627627628;461.95795795795794;520825.1741741742;4674451.627627628;461.95795795795794
1697.0;520833.0710710711;4674442.985985986;462.2242242242242;520823.0710710711;4674452.985985986;462.2242242242242
1713.0;520830.96796796797;4674444.344344344;462.4904904904905;520820.96796796797;4674454.344344344;462.4904904904905
1729.0;520828.86486486485;4674445.702702703;462.7567567567568;520818.86486486485;4674455.702702703;462.7567567567568
1745.0;520826.76176176174;4674447.061061061;463.02302302302303;520816.76176176174;4674457.061061061;463.02302302302303
1761.0;520824.6586586587;4674448.419419419;463.2892892892893;520814.6586586587;4674458.419419419;463.2892892892893
1777.0;520822.55555555556;4674449.777777778;463.55555555555554;520812.55555555556;4674459.777777778;463.55555555555554
1793.0;520820.45245245245;4674451.136136136;463.8218218218218;520810.45245245245;4674461.136136136;463.8218218218218
1809.0;520818.34934934933;4674452.494494494;464.0880880880881;520808.34934934933;4674462.494494494;464.0880880880881
1825.0;520816.2462462463;4674453.852852853;464.35435435435437;520806.2462462463;4674463.852852853;464.35435435435437
1841.0;520814.14314314316;4674455.211211211;464.6206206206206;520804.14314314316;4674465.211211211;464.6206206206206
1857.0;520812.04004004004;4674456.56956957;464.8868868868869;520802.04004004004;4674466.56956957;464.8868868868869
1873.0;520809.9369369369;4674457.927927928;465.15315315315314;520799.9369369369;4674467.927927928;465.15315315315314
1889.0;520807.8338338338;4674459.286286286;465.4194194194194;520797.8338338338;4674469.286286286;465.4194194194194
1905.0;520805.73073073075;4674460.644644645;465.6856856856857;520795.73073073075;4674470.644644645;465.6856856856857
1921.0;520803.62762762763;4674462.003003003;465.95195195195197;520793.62762762763;4674472.003003003;465.95195195195197
1937.0;520801.5245245245;4674463.361361361;466.2182182182182;520791.5245245245;4674473.361361361;466.2182182182182
1953.0;520799.4214214214;4674464.71971972;466.4844844844845;520789.4214214214;4674474.71971972;466.4844844844845
1969.0;520797.31831831834;4674466.078078078;466.75075075075074;520787.31831831834;4674476.078078078;466.75075075075074
1985.0;520795.2152152152;4674467.436436436;467.017017017017;520785.2152152152;4674477.436436436;467.017017017017
2002.0;520793.1121121121;4674468.794794795;467.28328328328325;520783.1121121121;4674478.794794795;467.28328328328325
2018.0;520791.009009009;4674470.153153153;467.54954954954957;520781.009009009;4674480.153153153;467.54954954954957
2034.0;520788.9059059059;4674471.511511511;467.8158158158158;520778.9059059059;4674481.511511511;467.8158158158158
2050.0;520786.8028028028;4674472.86986987;468.0820820820821;520776.8028028028;4674482.86986987;468.0820820820821
2066.0;520784.6996996997;4674474.228228228;468.34834834834834;520774.6996996997;4674484.228228228;468.34834834834834
2082.0;520782.5965965966;4674475.586586586;468.6146146146146;520772.5965965966;4674485.586586586;468.6146146146146
2098.0;520780.4934934935;4674476.944944945;468.8808808808809;520770.4934934935;4674486.944944945;468.8808808808809
2114.0;520778.3903903904;4674478.303303303;469.14714714714717;520768.3903903904;4674488.303303303;469.14714714714717
2130.0;520776.2872872873;4674479.661661661;469.4134134134134;520766.2872872873;4674489.661661661;469.4134134134134
2146.0;520774.1841841842;4674481.02002002;469.6796796796797;520764.1841841842;4674491.02002002;469.6796796796797
2162.0;520772.08108108107;4674482.378378378;469.94594594594594;520762.08108108107;4674492.378378378;469.94594594594594
2178.0;520769.97797797795;4674483.736736737;470.2122122122122;520759.97797797795;4674493.736736737;470.2122122122122
2194.0;520767.8748748749;4674485.095095095;470.47847847847845;520757.8748748749;4674495.095095095;470.47847847847845
2210.0;520765.7717717718;4674486.453453453;470.74474474474476;520755.7717717718;4674496.453453453;470.74474474474476
2226.0;520763.66866866866;4674487.811811812;471.011011011011;520753.66866866866;4674497.811811812;471.011011011011
2242.0;520761.56556556554;4674489.17017017;471.2772772772773;520751.56556556554;4674499.17017017;471.2772772772773
2258.0;520759.4624624625;4674490.528528528;471.54354354354354;520749.4624624625;4674500.528528528;471.54354354354354
2274.0;520757.35935935937;4674491.886886887;471.8098098098098;520747.35935935937;4674501.886886887;471.8098098098098
2290.0;520755.25625625625;4674493.245245245;472.0760760760761;520745.25625625625;4674503.245245245;472.0760760760761
2306.0;520753.15315315314;4674494.603603603;472.34234234234236;520743.15315315314;4674504.603603603;472.34234234234236
2322.0;520751.0500500501;4674495.961961962;472.6086086086086;520741.0500500501;4674505.961961962;472.6086086086086
2338.0;520748.94694694696;4674497.32032032;472.8748748748749;520738.94694694696;4674507.32032032;472.8748748748749
2354.0;520746.84384384385;4674498.678678678;473.14114114114113;520736.84384384385;4674508.678678678;473.14114114114113
2370.0;520744.74074074073;4674500.037037037;473.4074074074074;520734.74074074073;4674510.037037037;473.4074074074074
2386.0;520742.6376376376;4674501.395395395;473.67367367367365;520732.6376376376;4674511.395395395;473.67367367367365
2402.0;520740.53453453456;4674502.753753753;473.93993993993996;520730.53453453456;4674512.753753753;473.93993993993996
2418.0;520738.43143143144;4674504.112112112;474.2062062062062;520728.43143143144;4674514.112112112;474.2062062062062
2434.0;520736.3283283283;4674505.47047047;474.4724724724725;520726.3283283283;4674515.47047047;474.4724724724725
2450.0;520734.2252252252;4674506.828828828;474.73873873873873;520724.2252252252;4674516.828828828;474.73873873873873
2466.0;520732.12212212215;4674508.187187187;475.005005005005;520722.12212212215;4674518.187187187;475.005005005005
2482.0;520730.01901901903;4674509.545545545;475.27127127127125;520720.01901901903;4674519.545545545;475.27127127127125
2498.0;520727.9159159159;4674510.903903903;475.53753753753756;520717.9159159159;4674520.903903903;475.53753753753756
2514.0;520725.8128128128;4674512.262262262;475.8038038038038;520715.8128128128;4674522.262262262;475.8038038038038
2530.0;520723.7097097097;4674513.62062062;476.0700700700701;520713.7097097097;4674523.62062062;476.0700700700701
2546.0;520721.6066066066;4674514.978978979;476.33633633633633;520711.6066066066;4674524.978978979;476.33633633633633
2562.0;520719.5035035035;4674516.337337337;476.6026026026026;520709.5035035035;4674526.337337337;476.6026026026026
2578.0;520717.4004004004;4674517.6956956955;476.86886886886884;520707.4004004004;4674527.6956956955;476.86886886886884
2594.0;520715.2972972973;4674519.054054054;477.13513513513516;520705.2972972973;4674529.054054054;477.13513513513516
2610.0;520713.1941941942;4674520.412412412;477.4014014014014;520703.1941941942;4674530.412412412;477.4014014014014
2626.0;520711.0910910911;4674521.7707707705;477.6676676676677;520701.0910910911;4674531.7707707705;477.6676676676677
2642.0;520708.987987988;4674523.129129129;477.93393393393393;520698.987987988;4674533.129129129;477.93393393393393
2658.0;520706.8848848849;4674524.4874874875;478.2002002002002;520696.8848848849;4674534.4874874875;478.2002002002002
2674.0;520704.78178178176;4674525.8458458455;478.46646646646644;520694.78178178176;4674535.8458458455;478.46646646646644
2690.0;520702.6786786787;4674527.2042042045;478.73273273273276;520692.6786786787;4674537.2042042045;478.73273273273276
2706.0;520700.5755755756;4674528.5625625625;478.998998998999;520690.5755755756;4674538.5625625625;478.998998998999
2722.0;520698.47247247247;4674529.920920921;479.26526526526527;520688.47247247247;4674539.920920921;479.26526526526527
2738.0;520696.36936936935;4674531.2792792795;479.5315315315315;520686.36936936935;4674541.2792792795;479.5315315315315
2754.0;520694.2662662663;4674532.637637638;479.7977977977978;520684.2662662663;4674542.637637638;479.7977977977978
2770.0;520692.1631631632;4674533.995995996;480.06406406406404;520682.1631631632;4674543.995995996;480.06406406406404
2786.0;520690.06006006006;4674535.354354355;480.3303303303303;520680.06006006006;4674545.354354355;480.3303303303303
2802.0;520687.95695695694;4674536.712712713;480.5965965965966;520677.95695695694;4674546.712712713;480.5965965965966
2818.0;520685.8538538538;4674538.071071071;480.86286286286287;520675.8538538538;4674548.071071071;480.86286286286287
2834.0;520683.75075075077;4674539.42942943;481.1291291291291;520673.75075075077;4674549.42942943;481.1291291291291
2850.0;520681.64764764765;4674540.787787788;481.3953953953954;520671.64764764765;4674550.787787788;481.3953953953954
2866.0;520679.54454454454;4674542.146146147;481.66166166166164;520669.54454454454;4674552.146146147;481.66166166166164
2882.0;520677.4414414414;4674543.504504505;481.92792792792795;520667.4414414414;4674553.504504505;481.92792792792795
2898.0;520675.33833833836;4674544.862862863;482.1941941941942;520665.33833833836;4674554.862862863;482.1941941941942
2914.0;520673.23523523525;4674546.221221222;482.46046046046047;520663.23523523525;4674556.221221222;482.46046046046047
2930.0;520671.13213213213;4674547.57957958;482.7267267267267;520661.13213213213;4674557.57957958;482.7267267267267
2946.0;520669.029029029;4674548.937937938;482.992992992993;520659.029029029;4674558.937937938;482.992992992993
2962.0;520666.9259259259;4674550.296296297;483.25925925925924;520656.9259259259;4674560.296296297;483.25925925925924
2978.0;520664.82282282284;4674551.654654655;483.5255255255255;520654.82282282284;4674561.654654655;483.5255255255255
2994.0;520662.7197197197;4674553.013013013;483.7917917917918;520652.7197197197;4674563.013013013;483.7917917917918
3011.0;520660.6166166166;4674554.371371372;484.05805805805807;520650.6166166166;4674564.371371372;484.05805805805807
3027.0;520658.5135135135;4674555.72972973;484.3243243243243;520648.5135135135;4674565.72972973;484.3243243243243
3043.0;520656.41041041043;4674557.088088088;484.5905905905906;520646.41041041043;4674567.088088088;484.5905905905906
3059.0;520654.3073073073;4674558.446446447;484.85685685685684;520644.3073073073;4674568.446446447;484.85685685685684
3075.0;520652.2042042042;4674559.804804805;485.12312312312315;520642.2042042042;4674569.804804805;485.12312312312315
3091.0;520650.1011011011;4674561.163163163;485.3893893893894;520640.1011011011;4674571.163163163;485.3893893893894
3107.0;520647.997997998;4674562.521521522;485.65565565565566;520637.997997998;4674572.521521522;485.65565565565566
3123.0;520645.8948948949;4674563.87987988;485.9219219219219;520635.8948948949;4674573.87987988;485.9219219219219
3139.0;520643.7917917918;4674565.238238238;486.1881881881882;520633.7917917918;4674575.238238238;486.1881881881882
3155.0;520641.6886886887;4674566.596596597;486.45445445445444;520631.6886886887;4674576.596596597;486.45445445445444
3171.0;520639.58558558556;4674567.954954955;486.7207207207207;520629.58558558556;4674577.954954955;486.7207207207207
3187.0;520637.4824824825;4674569.313313314;486.986986986987;520627.4824824825;4674579.313313314;486.986986986987
3203.0;520635.3793793794;4674570.671671672;487.25325325325326;520625.3793793794;4674580.671671672;487.25325325325326
3219.0;520633.2762762763;4674572.03003003;487.5195195195195;520623.2762762763;4674582.03003003;487.5195195195195
3235.0;520631.17317317316;4674573.388388389;487.7857857857858;520621.17317317316;4674583.388388389;487.7857857857858
3251.0;520629.0700700701;4674574.746746747;488.05205205205203;520619.0700700701;4674584.746746747;488.05205205205203
3267.0;520626.966966967;4674576.105105105;488.31831831831835;520616.966966967;4674586.105105105;488.31831831831835
3283.0;520624.86386386387;4674577.463463464;488.5845845845846;520614.86386386387;4674587.463463464;488.5845845845846
3299.0;520622.76076076075;4674578.821821822;488.85085085085086;520612.76076076075;4674588.821821822;488.85085085085086
3315.0;520620.65765765763;4674580.18018018;489.1171171171171;520610.65765765763;4674590.18018018;489.1171171171171
3331.0;520618.5545545546;4674581.538538539;489.3833833833834;520608.5545545546;4674591.538538539;489.3833833833834
3347.0;520616.45145145146;4674582.896896897;489.64964964964963;520606.45145145146;4674592.896896897;489.64964964964963
3363.0;520614.34834834834;4674584.255255255;489.9159159159159;520604.34834834834;4674594.255255255;489.9159159159159
3379.0;520612.2452452452;4674585.613613614;490.1821821821822;520602.2452452452;4674595.613613614;490.1821821821822
3395.0;520610.14214214217;4674586.971971972;490.44844844844846;520600.14214214217;4674596.971971972;490.44844844844846
3411.0;520608.03903903905;4674588.33033033;490.7147147147147;520598.03903903905;4674598.33033033;490.7147147147147
3427.0;520605.93593593594;4674589.688688689;490.980980980981;520595.93593593594;4674599.688688689;490.980980980981
3443.0;520603.8328328328;4674591.047047047;491.24724724724723;520593.8328328328;4674601.047047047;491.24724724724723
3459.0;520601.7297297297;4674592.405405405;491.51351351351354;520591.7297297297;4674602.405405405;491.51351351351354
3475.0;520599.62662662665;4674593.763763764;491.7797797797798;520589.62662662665;4674603.763763764;491.7797797797798
3491.0;520597.52352352353;4674595.122122122;492.04604604604606;520587.52352352353;4674605.122122122;492.04604604604606
3507.0;520595.4204204204;4674596.480480481;492.3123123123123;520585.4204204204;4674606.480480481;492.3123123123123
3523.0;520593.3173173173;4674597.838838839;492.5785785785786;520583.3173173173;4674607.838838839;492.5785785785786
3539.0;520591.21421421424;4674599.197197197;492.84484484484483;520581.21421421424;4674609.197197197;492.84484484484483
3555.0;520589.1111111111;4674600.555555556;493.1111111111111;520579.1111111111;4674610.555555556;493.1111111111111
3571.0;520587.008008008;4674601.913913914;493.3773773773774;520577.008008008;4674611.913913914;493.3773773773774
3587.0;520584.9049049049;4674603.272272272;493.64364364364366;520574.9049049049;4674613.272272272;493.64364364364366
3603.0;520582.8018018018;4674604.630630631;493.9099099099099;520572.8018018018;4674614.630630631;493.9099099099099
3619.0;520580.6986986987;4674605.988988989;494.17617617617617;520570.6986986987;4674615.988988989;494.17617617617617
3635.0;520578.5955955956;4674607.347347347;494.4424424424424;520568.5955955956;4674617.347347347;494.4424424424424
3651.0;520576.4924924925;4674608.705705706;494.7087087087087;520566.4924924925;4674618.705705706;494.7087087087087
3667.0;520574.38938938937;4674610.064064064;494.974974974975;520564.38938938937;4674620.064064064;494.974974974975
3683.0;520572.2862862863;4674611.422422422;495.24124124124126;520562.2862862863;4674621.422422422;495.24124124124126
3699.0;520570.1831831832;4674612.780780781;495.5075075075075;520560.1831831832;4674622.780780781;495.5075075075075
3715.0;520568.0800800801;4674614.139139139;495.77377377377377;520558.0800800801;4674624.139139139;495.77377377377377
3731.0;520565.97697697696;4674615.497497497;496.04004004004;520555.97697697696;4674625.497497497;496.04004004004
3747.0;520563.87387387385;4674616.855855856;496.3063063063063;520553.87387387385;4674626.855855856;496.3063063063063
3763.0;520561.7707707708;4674618.214214214;496.57257257257254;520551.7707707708;4674628.214214214;496.57257257257254
3779.0;520559.6676676677;4674619.572572572;496.83883883883885;520549.6676676677;4674629.572572572;496.83883883883885
3795.0;520557.56456456456;4674620.930930931;497.1051051051051;520547.56456456456;4674630.930930931;497.1051051051051
3811.0;520555.46146146144;4674622.289289289;497.37137137137137;520545.46146146144;4674632.289289289;497.37137137137137
3827.0;520553.3583583584;4674623.647647647;497.6376376376376;520543.3583583584;4674633.647647647;497.6376376376376
3843.0;520551.25525525527;4674625.006006006;497.9039039039039;520541.25525525527;4674635.006006006;497.9039039039039
3859.0;520549.15215215215;4674626.364364364;498.1701701701702;520539.15215215215;4674636.364364364;498.1701701701702
3875.0;520547.04904904903;4674627.722722723;498.43643643643645;520537.04904904903;4674637.722722723;498.43643643643645
3891.0;520544.9459459459;4674629.081081081;498.7027027027027;520534.9459459459;4674639.081081081;498.7027027027027
3907.0;520542.84284284286;4674630.439439439;498.96896896896897;520532.84284284286;4674640.439439439;498.96896896896897
3923.0;520540.73973973974;4674631.797797798;499.2352352352352;520530.73973973974;4674641.797797798;499.2352352352352
3939.0;520538.6366366366;4674633.156156156;499.5015015015015;520528.6366366366;4674643.156156156;499.5015015015015
3955.0;520536.5335335335;4674634.514514514;499.76776776776774;520526.5335335335;4674644.514514514;499.76776776776774
3971.0;520534.43043043045;4674635.872872873;500.03403403403405;520524.43043043045;4674645.872872873;500.03403403403405
3987.0;520532.32732732734;4674637.231231231;500.3003003003003;520522.32732732734;4674647.231231231;500.3003003003003
4004.0;520530.2242242242;4674638.589589589;500.56656656656656;520520.2242242242;4674648.589589589;500.56656656656656
4020.0;520528.1211211211;4674639.947947948;500.8328328328328;520518.1211211211;4674649.947947948;500.8328328328328
4036.0;520526.01801801805;4674641.306306306;501.0990990990991;520516.01801801805;4674651.306306306;501.0990990990991
4052.0;520523.91491491493;4674642.664664664;501.3653653653654;520513.91491491493;4674652.664664664;501.3653653653654
4068.0;520521.8118118118;4674644.023023023;501.63163163163165;520511.8118118118;4674654.023023023;501.63163163163165
4084.0;520519.7087087087;4674645.381381381;501.8978978978979;520509.7087087087;4674655.381381381;501.8978978978979
4100.0;520517.6056056056;4674646.739739739;502.16416416416416;520507.6056056056;4674656.739739739;502.16416416416416
4116.0;520515.5025025025;4674648.098098098;502.4304304304304;520505.5025025025;4674658.098098098;502.4304304304304
4132.0;520513.3993993994;4674649.456456456;502.6966966966967;520503.3993993994;4674659.456456456;502.6966966966967
4148.0;520511.2962962963;4674650.814814814;502.96296296296293;520501.2962962963;4674660.814814814;502.96296296296293
4164.0;520509.1931931932;4674652.173173173;503.22922922922925;520499.1931931932;4674662.173173173;503.22922922922925
4180.0;520507.0900900901;4674653.531531531;503.4954954954955;520497.0900900901;4674663.531531531;503.4954954954955
4196.0;520504.986986987;4674654.88988989;503.76176176176176;520494.986986987;4674664.88988989;503.76176176176176
4212.0;520502.8838838839;4674656.248248248;504.028028028028;520492.8838838839;4674666.248248248;504.028028028028
4228.0;520500.78078078077;4674657.606606606;504.2942942942943;520490.78078078077;4674667.606606606;504.2942942942943
